ZipCode	Population	PersonsPerHousehold	AverageHouseValue	IncomePerHousehold	State	City	CountyName	popden	electricity (kWh)	Nat. Gas (cu.ft.)	FUELOIL (gallons)	Vehicle miles traveled	Transport (tCO2e/yr)	Housing (tCO2e/yr)	Food (tCO2e/yr)	Goods (tCO2e/yr)	Services (tCO2e/yr)	Total Household Carbon Footprint (tCO2e/yr)	HouseholdsPerZipCode	Total Zip Code Carbon Footprint (tCO2e/yr)
7866	22450	2.78	200100	75453	NJ	ROCKAWAY	MORRIS	832.7606018	10739.94685	45273.34573	434.9129867	28506	20.49177359	17.15798825	8.34	7.407001161	8.671220665	62.06798367	8259	512619.4771
7869	24452	2.83	324500	97354	NJ	RANDOLPH	MORRIS	1202.409855	12642.24697	64145.21188	284.486375	29716	22.11979134	17.81067123	8.49	8.821667461	10.56823397	67.810364	8791	596120.9099
7871	19148	2.89	220700	89313	NJ	SPARTA	SUSSEX	506.4983918	11155.70024	24077.5036	596.4336487	31307	22.74990301	18.17937448	8.67	8.334799972	9.876466567	67.81054403	7027	476504.6929
7874	9576	2.88	157500	69330	NJ	STANHOPE	SUSSEX	930.9806563	9402.777372	18992.61681	609.3418796	30213	21.28241884	16.85170563	8.64	7.028788562	8.143372861	61.9462859	3412	211360.7275
7876	11171	3.06	235700	87458	NJ	SUCCASUNNA	MORRIS	1871.548228	13572.41489	68998.91653	302.82231	33550	24.01467503	18.86604981	9.18	8.269499728	9.723710239	70.05393481	3657	256187.2396
7878	774	2.61	183800	81970	NJ	MOUNT TABOR	MORRIS	5835.871762	11635.45092	74724.83101	240.5303728	24173	18.11593733	17.16793285	7.83	7.792599823	9.230571972	60.13704198	308	18522.20893
7882	14427	2.68	150100	60846	NJ	WASHINGTON	WARREN	425.6292975	9825.161527	47365.76889	323.7351914	26296	18.56730823	15.24442394	8.04	6.431316593	7.401324498	55.68437326	5597	311665.4372
7885	10221	2.66	169200	61947	NJ	WHARTON	MORRIS	729.3628005	8975.616658	41525.38015	344.4028389	25756	18.27956215	14.5833638	7.98	6.501895199	7.49661224	54.84143339	3969	217665.6491
7901	22634	2.66	458300	93785	NJ	SUMMIT	UNION	3365.136155	11749.25479	81333.66523	133.3700252	23659	18.29118917	16.37666142	7.98	8.535692917	10.25104269	61.4345862	8763	538351.2789
7920	24600	2.56	370100	105471	NJ	BASKING RIDGE	SOMERSET	1137.067843	13055.19316	78772.20291	98.53779383	27890	21.39043183	16.55071008	7.68	9.256219824	11.25827224	66.13563398	9537	630735.5412
7921	7896	1.94	224800	71219	NJ	BEDMINSTER	SOMERSET	389.823744	8839.943971	52996.21629	89.78662813	22444	16.81461032	11.96001294	5.82	6.831778297	8.260653407	49.68705496	4281	212710.2823
7922	12412	2.89	314400	105056	NJ	BERKELEY HEIGHTS	UNION	2178.308178	14056.86156	91513.52651	99.45872554	29471	22.26187804	18.00707145	8.67	9.3439907	11.23896877	69.52190896	4219	293312.9339
7924	7282	2.69	410600	103506	NJ	BERNARDSVILLE	SOMERSET	565.462056	12591.96644	56212.57524	399.5519829	31152	23.29009507	18.73689114	8.07	9.16599718	11.09339995	70.35638335	2787	196083.2404
7927	3163	2.75	255000	82453	NJ	CEDAR KNOLLS	MORRIS	1637.726424	12899.552	86765.09714	50.82007138	28883	21.0115449	16.28638875	8.25	7.852155619	9.276527288	62.67661655	1164	72955.58167
7928	18130	2.59	404200	104936	NJ	CHATHAM	MORRIS	1964.391743	12827.93723	86742.93751	86.7770475	26296	20.38813915	16.78011965	7.77	9.221924134	11.21196984	65.37215277	7141	466822.5429
7930	8081	2.98	394700	109479	NJ	CHESTER	MORRIS	311.6724755	14725.07086	64022.91866	332.0349593	36373	26.66870218	19.64879002	8.94	9.65254243	11.62539829	76.53543292	2720	208176.3775
7931	2766	2.73	635300	132919	NJ	FAR HILLS	SOMERSET	164.9168744	14088.41978	53007.24998	423.7084502	36184	27.55629382	19.75175123	8.19	11.08723275	13.64418505	80.22946285	1043	83679.32975
7932	8588	2.62	321400	88555	NJ	FLORHAM PARK	MORRIS	1309.215993	12863.66516	86880.8539	40.53957169	26920	20.09752555	16.27154608	7.86	8.182557564	9.795808443	62.20743763	3304	205533.3739
7933	3278	2.71	280100	81862	NJ	GILLETTE	MORRIS	483.2746858	11639.00726	66490.59313	266.0025515	29350	21.33520171	16.97367449	8.13	7.732063734	9.213437439	63.38437738	1227	77772.63104
7934	1482	2.69	430900	104078	NJ	GLADSTONE	SOMERSET	289.1016294	12540.93235	54037.09275	443.1904231	35777	26.13716368	19.04204199	8.07	9.23125824	11.14705791	73.62752182	565	41599.54983
7935	515	2.66	363500	42639	NJ	GREEN VILLAGE	MORRIS	113.1282848	14514.01882	91767.14035	143.144121	26943	18.11058385	18.76588354	7.98	5.417863544	5.847895804	56.12222673	161	9035.678504
7936	11393	2.96	322800	82133	NJ	EAST HANOVER	MORRIS	1352.202531	13937.75469	87178.47542	96.63230584	30175	21.74603268	17.62713437	8.88	7.895977726	9.258177402	65.40732218	3895	254761.5199
7940	16571	2.53	362700	82915	NJ	MADISON	MORRIS	3524.412903	11450.25637	83141.46618	76.39831855	22553	17.20252107	15.55040216	7.59	7.792416964	9.303532613	57.4388728	5653	324701.948
7945	9414	2.89	462700	127481	NJ	MENDHAM	MORRIS	503.9284634	15599.47373	84029.33072	164.7128197	35134	26.65731611	19.36126049	8.67	10.78152498	13.17977496	78.64987653	3240	254825.6
7946	3000	2.89	333500	105511	NJ	MILLINGTON	MORRIS	829.8702387	14107.96441	80575.14996	199.425103	31110	23.30412661	18.63468843	8.67	9.351712923	11.27523244	71.2357604	1056	75224.96299
7950	17181	2.57	281800	91165	NJ	MORRIS PLAINS	MORRIS	2065.467419	11811.01109	72779.35362	158.1796662	27507	20.57230029	16.15312554	7.71	8.339146676	10.02013741	62.79470992	6797	426815.6434
7960	43409	2.52	338900	81621	NJ	MORRISTOWN	MORRIS	1160.415361	11055.4376	74314.78471	94.81964633	22424	17.0709665	14.96318857	7.56	7.709466268	9.191541388	56.49516273	16767	947254.3935
7970	258	3.19	296700	148899	NJ	MOUNT FREEDOM	MORRIS	1091.924835	16611.2722	96497.63568	67.21611509	39197	29.99422603	19.47667965	9.57	12.2009709	15.04017795	86.28205454	84	7247.692581
7974	11405	2.72	321900	93033	NJ	NEW PROVIDENCE	UNION	3047.482747	12627.34357	92899.82301	47.32534654	25796	19.56177246	16.59597259	8.16	8.505357589	10.18855553	63.01165817	4213	265468.1159
7976	729	2.67	729700	74750	NJ	NEW VERNON	MORRIS	149.4931996	16621.71401	76656.15329	370.3656923	40734	27.99482119	22.20421873	8.01	7.347639225	8.608301779	74.16498092	297	22026.99933
7977	814	2.62	347900	90297	NJ	PEAPACK	SOMERSET	410.1268068	10497.26376	37574.64764	600.3689152	26501	19.9446519	18.64838548	7.86	8.247762425	9.939823346	64.64062315	268	17323.687
7979	339	2.65	404500	117953	NJ	POTTERSVILLE	HUNTERDON	390.4481861	15847.42322	78943.86174	160.1982421	40399	29.51874229	19.01021646	7.95	10.15644442	12.35308284	78.98848601	135	10663.44561
7980	2499	2.78	272700	71250	NJ	STIRLING	MORRIS	1139.492276	11894.74072	72811.06802	179.2742179	27221	19.45689493	16.39629466	8.34	7.237648976	8.322002231	59.7528408	923	55151.87206
7981	8364	2.65	287300	79269	NJ	WHIPPANY	MORRIS	1242.150423	12480.42617	92207.30895	52.37373575	28037	20.3957258	16.53647338	7.95	7.60158372	8.994213928	61.47799683	3198	196606.6338
8001	460	2.55	118300	50682	NJ	ALLOWAY	SALEM	1712.39251	9552.918131	19231.19635	616.6379002	22224	15.65417747	16.94364905	7.65	5.772614217	6.520627117	52.54106786	153	8038.783382
8002	20800	2.45	137000	52121	NJ	CHERRY HILL	CAMDEN	2878.304325	10792.68161	67324.69811	111.5478077	19702	14.21402296	14.57456159	7.35	5.793376209	6.634784248	48.566745	8521	413837.2342
8003	30714	2.81	183700	87248	NJ	CHERRY HILL	CAMDEN	2763.950078	14706.09855	85841.38793	62.6692073	26627	19.81130688	17.67468861	8.43	8.170257312	9.693075455	63.77932826	10989	700871.0383
8004	14299	2.86	120000	57261	NJ	ATCO	CAMDEN	475.8450801	12062.26048	61882.82573	178.5331876	26328	18.39614333	15.75870533	8.58	6.262264649	7.099880987	56.09699429	5205	291984.8553
8005	16812	2.75	121100	49292	NJ	BARNEGAT	OCEAN	336.9479411	10600.82539	53681.8064	193.0981474	24387	16.90402164	14.45943159	8.25	5.715677237	6.404999928	51.7341304	6772	350343.531
8006	764	2.05	299400	52361	NJ	BARNEGAT LIGHT	OCEAN	1036.260997	10419.15699	63128.3593	51.31254085	13555	10.54855161	13.42897366	6.15	5.665793598	6.634788734	42.4281076	1207	51210.72588
8007	5378	2.37	105100	43891	NJ	BARRINGTON	CAMDEN	4157.772708	9442.482014	65994.11602	109.5008914	18800	13.3478755	13.51813476	7.11	5.233631819	5.917833709	45.12747579	2370	106952.1176
8008	7792	2.06	285900	45974	NJ	BEACH HAVEN	OCEAN	934.9408589	9665.020413	63355.3996	19.34360255	11446	8.993992026	12.47781268	6.18	5.252786569	6.081496807	38.98608808	17622	687012.8441
8009	11869	2.75	123300	55369	NJ	BERLIN	CAMDEN	671.7368299	11455.58667	63099.65888	175.9486074	24751	17.36473259	15.40058833	8.25	6.119534567	6.933019928	54.06787541	4454	240818.3171
8010	10585	2.56	114200	48162	NJ	BEVERLY	BURLINGTON	2561.28079	9667.116844	64799.41489	87.01041101	20164	14.31065432	13.2807349	7.68	5.575330005	6.297338162	47.14405739	4368	205925.2427
8011	57	2.28	122100	82204	NJ	BIRMINGHAM	BURLINGTON	209.1451467	11365.56777	23789.43805	145.1437194	41243	28.62454928	12.37226475	6.84	7.807600181	9.250823863	64.89523807	26	1687.27619
8012	39208	2.64	121600	53479	NJ	BLACKWOOD	CAMDEN	2632.768894	11073.46068	71322.19277	71.34772049	21958	15.60711814	14.39761523	7.92	5.948339174	6.762178626	50.63525117	15043	761706.0833
8014	635	2.69	99800	34853	NJ	BRIDGEPORT	GLOUCESTER	145.0462812	8821.997322	37132.25226	424.4848164	25482	17.07437543	15.32041186	8.07	4.67570417	5.13874107	50.27923253	256	12871.48353
8015	21113	2.83	97100	48826	NJ	BROWNS MILLS	BURLINGTON	621.2540262	10052.67761	48041.13779	243.3436661	24431	16.88589628	14.36080965	8.49	5.721546628	6.369860911	51.82811347	7955	412292.6426
8016	30820	2.64	135300	54114	NJ	BURLINGTON	BURLINGTON	1446.553916	10935.45106	71130.15788	116.4151292	21119	15.11952294	14.92696757	7.92	5.985471083	6.816616513	50.76857811	11784	598256.9244
8019	883	2.87	120200	55288	NJ	CHATSWORTH	BURLINGTON	13.941196	9601.232004	21106.00553	521.2952497	32051	21.86736354	15.77028425	8.61	6.092896996	6.922894656	59.26343944	286	16949.34368
8020	2234	2.69	147600	71023	NJ	CLARKSBORO	GLOUCESTER	435.8531982	10986.68824	42534.0841	379.3464006	29474	20.89668909	16.36529394	8.07	7.13731679	8.289896156	60.75919597	802	48728.87517
8021	45848	2.48	90800	41160	NJ	CLEMENTON	CAMDEN	3411.303686	9135.536259	59020.69959	73.5336514	17488	12.40120191	12.24793977	7.44	5.097879631	5.687185942	42.87420725	20021	858384.5033
8022	5735	2.53	162300	55309	NJ	COLUMBUS	BURLINGTON	218.4719043	11612.93908	53525.33178	172.8106217	26660	18.61317903	14.7253637	7.59	6.012036816	6.91277129	53.85335083	2314	124616.6538
8023	345	2.45	69800	40357	NJ	DEEPWATER	SALEM	1396.523668	9440.39022	60159.72773	176.6968432	19116	13.41696669	14.05037736	7.35	4.982068627	5.608344062	45.40775674	159	7219.833322
8026	2435	2.91	117500	57326	NJ	GIBBSBORO	CAMDEN	1109.323741	13101.20096	78954.85296	142.0240728	27231	18.93843439	17.08978435	8.73	6.287876554	7.108621515	58.15471681	847	49257.04514
8027	4873	2.61	114600	53454	NJ	GIBBSTOWN	GLOUCESTER	620.4967667	10375.62228	44701.73441	405.476662	24925	17.44425458	16.44963226	7.83	5.928865622	6.757419127	54.41017159	1942	105664.5532
8028	20334	2.69	114300	44805	NJ	GLASSBORO	GLOUCESTER	1241.218868	10956.17178	66071.00143	96.92763411	21067	14.70069186	14.21503503	8.07	5.399448655	6.01251226	48.39768781	6953	336509.1233
8029	4943	2.52	104500	42233	NJ	GLENDORA	CAMDEN	4571.357757	10760.43106	68496.04266	150.5076259	20130	14.05667348	14.99011672	7.56	5.184534271	5.782646216	47.57397069	2012	95718.82903
8030	13461	2.7	79400	38243	NJ	GLOUCESTER CITY	CAMDEN	5128.380965	9509.22675	61465.46428	224.5771771	16977	11.9125732	14.72793837	8.1	4.985945979	5.44563219	45.17208973	5409	244335.8334
8031	11639	2.5	95800	43987	NJ	BELLMAWR	CAMDEN	3772.253019	10288.06624	68386.67569	70.21302275	19962	14.0323657	13.60120392	7.5	5.28625028	5.932891349	46.35271125	4781	221612.3125
8032	399	3.05	96700	52857	NJ	GRENLOCH	GLOUCESTER	1864.869412	11941.86379	65760.05219	275.6448856	34254	22.9680109	17.048992	9.15	6.147937148	6.743130872	62.05807092	135	8377.839574
8033	16531	2.46	191900	72340	NJ	HADDONFIELD	CAMDEN	4148.486245	11541.70783	69362.75784	173.21072	21770	16.30915006	15.97449212	7.38	7.089496856	8.384668768	55.1378078	6865	378521.0505
8034	18402	2.49	142300	66284	NJ	CHERRY HILL	CAMDEN	3128.741543	12364.35877	77254.47862	43.26583294	22036	16.21812936	15.35546447	7.47	6.712005041	7.862100415	53.61769928	7542	404384.688
8035	7547	2.48	139800	58424	NJ	HADDON HEIGHTS	CAMDEN	4943.953892	10898.88885	65001.20673	225.0370389	22119	15.95211734	15.89934214	7.44	6.204572684	7.181325432	52.67735759	3136	165196.1934
8036	229	2.92	86900	62188	NJ	HAINESPORT	BURLINGTON	3883.396361	9555.983592	37799.71849	533.9130037	33209	22.74721132	17.05555257	8.76	6.688905398	7.542389976	62.79405927	82	5149.11286
8037	22461	2.73	120300	47500	NJ	HAMMONTON	ATLANTIC	178.6393399	10205.8727	40029.29601	344.7722129	24482	16.89209382	15.18961015	8.19	5.597228513	6.249389359	52.11832184	8136	424034.6665
8038	282	2.52	106000	51964	NJ	HANCOCKS BRIDGE	SALEM	15.93040424	9772.096115	19479.71439	637.4531023	24874	17.38086404	17.26789177	7.56	5.794034436	6.622753942	54.62554419	125	6828.193024
8039	153	2.55	106300	35250	NJ	HARRISONVILLE	GLOUCESTER	161.1943129	9775.947626	18991.71776	630.5061887	24369	16.38718804	17.2443978	7.65	4.726172824	5.176734217	51.18449289	63	3224.623052
8041	877	2.98	193000	70948	NJ	JOBSTOWN	BURLINGTON	75.26624253	12026.13365	24753.79342	481.7897834	36624	25.29672992	17.17921178	8.94	7.125360604	8.282366831	66.82366913	306	20448.04275
8042	227	2.73	176600	62000	NJ	JULIUSTOWN	BURLINGTON	436.6005932	12196.7144	32426.31235	525.7862554	30517	21.16817543	18.30925268	8.19	6.562479753	7.50950588	61.73941374	89	5494.807823
8043	28126	2.6	179500	68402	NJ	VOORHEES	CAMDEN	2423.952853	11599.91347	64009.50321	69.22392577	22113	16.32274993	14.25760228	7.8	6.887093598	8.051116827	53.31856263	11084	590982.9482
8045	2671	2.63	99700	44926	NJ	LAWNSIDE	CAMDEN	1961.194633	11188.05836	79927.41956	147.1309887	17121	12.2835874	16.07163893	7.89	5.40005687	6.021946057	47.66722925	1101	52481.61941
8046	33008	3.07	96700	60869	NJ	WILLINGBORO	BURLINGTON	4290.165321	13358.21576	90641.88963	15.24005602	23479	16.73255524	16.34275047	9.21	6.572184391	7.423562585	56.28105269	11124	626070.4302
8048	663	1.82	143300	37857	NJ	LUMBERTON	BURLINGTON	712.4435848	7134.810548	46209.50794	208.2703173	20215	14.12530458	11.71818275	5.46	4.639524714	5.365500187	41.30851223	372	15366.76655
8049	5427	2.61	94000	46250	NJ	MAGNOLIA	CAMDEN	4337.546996	10887.49799	74093.61422	89.51396659	19676	13.93307305	14.58338672	7.83	5.45276298	6.131861174	47.93108393	2206	105735.9711
8050	20556	2.58	137600	51726	NJ	MANAHAWKIN	OCEAN	697.2145404	11004.05802	59273.99591	49.74785056	20250	14.50880284	13.2777993	7.74	5.803796991	6.605790035	47.93618917	10789	517183.5449
8051	10235	2.42	111700	51404	NJ	MANTUA	GLOUCESTER	2934.517118	10677.11534	60933.03529	69.42116926	22049	15.64144849	13.36644031	7.26	5.729542626	6.570134542	48.56756597	4371	212288.8308
8052	19079	2.22	107900	45426	NJ	MAPLE SHADE	BURLINGTON	4953.974695	8669.306944	56536.04811	92.32432915	17859	12.87142153	12.01294772	6.66	5.278418754	6.042895143	42.86568315	9009	386176.9395
8053	40194	2.66	156000	66642	NJ	MARLTON	BURLINGTON	1590.209997	12061.53282	67803.99119	44.11166305	23591	17.14709906	14.49864457	7.98	6.792141344	7.90139075	54.31927572	15621	848521.406
8054	40221	2.41	161900	63750	NJ	MOUNT LAUREL	BURLINGTON	1844.725237	11060.02109	63700.55932	49.5350172	22369	16.34099524	13.62454999	7.23	6.520971752	7.638638142	51.35515512	17163	881408.5273
8055	27069	2.77	201000	81863	NJ	MEDFORD	BURLINGTON	630.3536191	13594.22578	66697.88509	235.7266702	29493	21.36817121	17.90547642	8.31	7.807185825	9.224426494	64.61525995	9920	640983.3787
8056	2469	2.87	160400	66058	NJ	MICKLETON	GLOUCESTER	286.591222	13033.58756	50549.60213	314.3358871	30302	21.21435811	17.39902464	8.61	6.804743212	7.858115909	61.88624188	879	54398.00661
8057	19325	2.68	252200	78441	NJ	MOORESTOWN	BURLINGTON	1262.625685	12906.76741	76750.93928	137.2884351	25571	18.84009496	16.90906378	8.04	7.555653911	8.923591726	60.26840438	7317	440983.9149
8059	5402	2.47	94900	44973	NJ	MOUNT EPHRAIM	CAMDEN	4456.757408	10408.65899	64321.57997	176.1283272	20002	14.09723694	14.75709789	7.41	5.349456915	6.018226239	47.63201798	2258	107553.0966
8060	36915	2.72	126900	58022	NJ	MOUNT HOLLY	BURLINGTON	1112.704402	11177.70876	61894.00883	122.0688654	22835	16.31300444	14.48697456	8.16	6.264583395	7.158993733	52.38355613	13992	732950.7173
8061	713	2.69	134500	45313	NJ	MOUNT ROYAL	GLOUCESTER	595.5194884	10563.58323	61132.72558	223.2861537	21830	15.25089237	15.26776213	8.07	5.349807168	6.04453706	49.98299874	283	14145.18864
8062	10492	2.97	183100	73070	NJ	MULLICA HILL	GLOUCESTER	380.584903	13660.43806	50220.08985	259.813649	29482	20.9506095	17.00370785	8.91	7.315002336	8.473806098	62.65312578	3635	227744.1122
8063	3298	2.85	93200	48922	NJ	NATIONAL PARK	GLOUCESTER	3144.129449	10511.6018	54939.08029	263.3781223	22696	15.82031454	15.26569347	8.55	5.731274811	6.378688546	51.74597136	1203	62250.40355
8064	197	2.46	138300	71000	NJ	NEW LISBON	BURLINGTON	334.7123937	13972.57278	58188.83581	572.2584091	31703	22.29543687	22.09715889	7.38	7.096526308	8.282194747	67.15131681	24	1611.631603
8065	7091	2.36	110500	51150	NJ	PALMYRA	BURLINGTON	3549.773928	9504.479612	60814.51592	148.7135465	19855	14.29486019	13.69220342	7.08	5.695389237	6.545555885	47.30800873	3219	152284.4801
8066	8373	2.39	80700	36848	NJ	PAULSBORO	GLOUCESTER	959.8189722	7975.731565	37947.79341	340.4203912	16600	11.69735576	13.63018316	7.17	4.796443455	5.310363086	42.60434546	3853	164154.5431
8067	1641	2.74	104600	57708	NJ	PEDRICKTOWN	SALEM	88.55433829	11568.03115	38438.58151	397.5604254	28569	19.80847592	16.53061176	8.22	6.269474039	7.135452289	57.964014	632	36633.25685
8068	6691	2.55	108900	46136	NJ	PEMBERTON	BURLINGTON	279.7960529	9190.383464	47104.08832	188.9668034	22216	15.51395746	13.0335463	7.65	5.413287405	6.117322365	47.72811353	2613	124713.5607
8069	12468	2.52	85400	35857	NJ	PENNS GROVE	SALEM	663.6324873	9049.151324	50565.00377	264.3692245	18049	12.51970148	14.17219338	7.56	4.772232387	5.230306302	44.25443354	5354	236938.2372
8070	12951	2.47	104900	47321	NJ	PENNSVILLE	SALEM	575.9645984	9566.022247	44192.64913	303.1498201	22792	15.91633305	14.58995339	7.41	5.489250755	6.219880016	49.62541721	5515	273684.1759
8071	9814	2.59	119700	50596	NJ	PITMAN	GLOUCESTER	3065.169999	10762.39748	64807.65283	219.9669847	22366	15.75365005	15.66243513	7.77	5.745656126	6.510069112	51.44181042	3854	198256.7374
8072	251	2.41	83800	35500	NJ	QUINTON	SALEM	1204.004394	8344.098236	20433.7364	609.9856065	21346	14.61196235	16.07031291	7.23	4.642121531	5.183834174	47.73823096	109	5203.467175
8073	265	2.7	164100	64861	NJ	RANCOCAS	BURLINGTON	1730.047331	9788.695744	42055.73263	524.1168261	23701	17.21628268	17.48771893	8.1	6.57789464	7.732714681	57.11461093	99	5654.346482
8074	57	3.17	187500	100183	NJ	RICHWOOD	GLOUCESTER	200.3761447	13655.00595	19172.82948	673.8100842	22768	17.43796702	19.64585979	9.51	9.714281717	10.91638839	67.22449691	20	1344.489938
8075	26368	2.65	132100	52873	NJ	RIVERSIDE	BURLINGTON	2775.183995	10783.83773	62273.11534	165.8362166	21947	15.57271301	14.81361684	7.95	5.913066284	6.710250589	50.95964672	10230	521317.186
8077	17354	2.78	158300	66844	NJ	RIVERTON	BURLINGTON	2107.277856	14002.88953	84155.83521	103.7389258	26275	18.77210402	17.58165321	8.34	6.851554838	7.925622324	59.47093439	6260	372288.0493
8078	8379	2.52	97400	40811	NJ	RUNNEMEDE	CAMDEN	4098.116109	10155.9014	63140.00869	147.1603146	19183	13.4188782	14.19375812	7.56	5.089804062	5.659057868	45.92149824	3448	158337.3259
8079	11844	2.49	93500	37114	NJ	SALEM	SALEM	124.3545773	8563.783089	31107.73178	475.5159895	18463	12.83081967	15.26537839	7.47	4.845662852	5.33805697	45.74991787	5370	245677.059
8080	36410	3.08	149200	70418	NJ	SEWELL	GLOUCESTER	1203.950027	14349.43025	72007.60552	139.1960393	29143	20.59720279	17.33957491	9.24	7.19503694	8.251553009	62.62336764	12057	755049.9437
8081	42891	3.05	119700	61366	NJ	SICKLERVILLE	CAMDEN	1919.391036	12632.51517	68933.37653	81.57698794	24481	17.37457267	15.32812439	9.15	6.596895745	7.465537881	55.91513069	14819	828606.3217
8083	9874	2.63	111300	51613	NJ	SOMERDALE	CAMDEN	3854.264009	11479.03293	71903.6935	118.2585123	21219	15.08967877	15.3130706	7.89	5.810849988	6.598086944	50.7016863	3883	196874.6479
8084	7271	2.61	114000	50977	NJ	STRATFORD	CAMDEN	4603.766465	11287.32493	70555.84556	76.89060697	20867	14.84451871	14.6489274	7.83	5.773653975	6.543562511	49.64066259	2849	141426.2477
8085	10703	2.98	123600	68214	NJ	SWEDESBORO	GLOUCESTER	239.0085275	12187.95506	49909.82957	317.794432	28470	20.12552159	16.86976008	8.94	7.010861242	8.054574427	61.00071734	3777	230399.7094
8086	5424	2.47	113300	51146	NJ	THOROFARE	GLOUCESTER	953.3434691	9392.793342	43648.05587	255.3416051	22975	16.18762366	13.8175386	7.41	5.730874719	6.55040137	49.69643835	2263	112463.04
8087	20064	2.53	99600	45075	NJ	TUCKERTON	OCEAN	365.2935049	9975.317541	53990.44894	91.70308657	20410	14.34422135	12.72983195	7.59	5.366718102	6.028611487	46.05938289	10136	466857.905
8088	24372	2.64	154100	60773	NJ	VINCENTOWN	BURLINGTON	188.5844608	10627.14313	31670.47365	369.493181	29478	20.52674092	15.37795982	7.92	6.419488615	7.393968266	57.63815762	9478	546294.4579
8089	3979	2.89	114100	52310	NJ	WATERFORD WORKS	CAMDEN	226.305079	11080.78638	46382.11276	300.1065616	26667	18.38734421	15.63421247	8.67	5.966330426	6.674504063	55.33239117	1388	76801.35895
8090	8586	2.8	112100	56944	NJ	WENONAH	GLOUCESTER	3210.329289	12591.50244	75619.60494	119.7517884	24941	17.55121836	16.2431291	8.4	6.213350133	7.068292397	55.47598998	3095	171698.189
8091	5237	2.79	109800	54708	NJ	WEST BERLIN	CAMDEN	1661.825361	11770.76937	71546.14438	92.9347278	22712	16.08109861	15.06952455	8.37	6.080735951	6.876331832	52.47769094	1987	104273.1719
8092	3003	2.68	128600	44792	NJ	WEST CREEK	OCEAN	180.587521	10139.5329	48538.68772	154.9008383	22791	15.72609157	13.32434785	8.04	5.44507977	6.018136327	48.55365552	1321	64139.37894
8093	10043	2.51	92300	43696	NJ	WESTVILLE	GLOUCESTER	1966.739908	9053.281968	58615.80403	184.652453	18562	13.1486942	13.60230165	7.53	5.281892748	5.909782974	45.47267157	4495	204399.6587
8094	32832	2.76	111500	50206	NJ	WILLIAMSTOWN	GLOUCESTER	594.9488064	11544.88571	60218.40443	187.0198915	23823	16.59180038	15.33349433	8.28	5.777842567	6.484622634	52.46775991	12435	652436.5944
8095	184	2.79	89700	26806	NJ	WINSLOW	CAMDEN	486.1975389	8650.258927	21335.50686	392.180036	14117	9.740667805	13.58801775	8.37	4.181303676	4.445416054	40.32540528	71	2863.103775
8096	32951	2.57	111100	49702	NJ	WOODBURY	GLOUCESTER	2136.615663	10699.41425	65166.55313	142.9761091	19931	14.23259602	14.6486862	7.71	5.670476118	6.430100668	48.69185901	12982	632117.7136
8097	3223	2.87	123600	63024	NJ	WOODBURY HEIGHTS	GLOUCESTER	2432.239894	13173.51701	76943.12008	186.8459237	27466	19.30710682	17.66774677	8.61	6.663864242	7.603321209	59.85203904	1135	67932.06431
8098	8335	2.66	141600	55490	NJ	WOODSTOWN	SALEM	154.027433	9981.617071	31820.11357	457.0002594	25957	18.14830521	16.09519564	7.98	6.077252504	6.936223721	55.23697708	3074	169798.4675
8102	9866	3.06	31500	16573	NJ	CAMDEN	CAMDEN	9833.137654	7572.087974	59387.61069	139.157458	8379	5.642455188	12.20508308	9.18	3.732629508	3.589896988	34.35006477	3110	106828.7014
8103	15566	2.99	36500	23139	NJ	CAMDEN	CAMDEN	7562.680219	8493.611318	65809.09778	200.5750508	9373	6.549909453	14.16148713	8.97	4.114220892	4.15245074	37.94806822	6116	232090.3852
8104	24602	2.95	41600	23878	NJ	CAMDEN	CAMDEN	8272.825004	8335.311476	65766.87327	152.6408589	10182	7.075201392	13.33640596	8.85	4.165168006	4.216927801	37.64370315	10004	376587.6064
8105	30762	3.33	46500	27485	NJ	CAMDEN	CAMDEN	8816.931305	8515.977956	61617.87615	134.5977926	11784	8.112480786	12.78458972	9.99	4.525062302	4.547791191	39.959924	10906	435802.9311
8106	10284	2.46	106000	47220	NJ	AUDUBON	CAMDEN	6286.970492	9739.914176	64385.44014	200.0733545	19458	13.86442371	14.76939529	7.38	5.479202052	6.210619649	47.7036407	4312	205698.0987
8107	13500	2.41	93900	41019	NJ	OAKLYN	CAMDEN	7997.189728	8994.343018	59528.28816	189.0248023	16227	11.63292555	13.80725928	7.23	5.070970004	5.672387044	43.41354188	6249	271291.2232
8108	18557	2.35	112900	49530	NJ	COLLINGSWOOD	CAMDEN	6716.505694	9678.722163	66277.03375	178.7763032	18152	13.18956348	14.63100949	7.05	5.580818038	6.403792987	46.85518399	8183	383415.9706
8109	22710	2.61	109200	49289	NJ	MERCHANTVILLE	CAMDEN	4607.570333	10821.48714	69368.17457	157.635868	19800	14.11960307	15.25839083	7.83	5.665446267	6.397471949	49.27091212	8777	432450.7957
8110	16006	3.11	84900	44443	NJ	PENNSAUKEN	CAMDEN	2856.322482	10868.69412	71302.66612	190.9693674	17952	12.65186265	15.75701714	9.33	5.537081516	6.004544931	49.28050625	5439	268036.6735
8201	34958	2.7	129300	51397	NJ	ABSECON	ATLANTIC	570.2129734	10946.13932	64850.77519	44.10748407	21547	15.25634001	13.42196644	8.1	5.832745402	6.584584562	49.19563641	12850	632163.9279
